EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
Shout_WildShape_DeepRothe_NPC	SpellData	Wild Shape: Deep Rothé		Дикий облик: глубинный ротэ	
Shout_WildShape_Dismiss	SpellData	Dismiss Wild Shape	Dismiss your Wild Shape and change back to your original form.	Отбросить дикий облик	Отбросить дикий облик и принять ваш исходный облик.
Shout_WildShape_Raven	SpellData	Wild Shape: Dire Raven	Take the shape of a dire raven that can avoid attention and &lt;LSTag Type="Spell" Tooltip="Target_RendVision_Raven_Summon"&gt;Blind&lt;/LSTag&gt; enemies. It has [1].	Дикий облик: свирепый ворон	Принять облик свирепого ворона, способного не попадаться на глаза врагам и &lt;LSTag Type="Spell" Tooltip="Target_RendVision_Raven_Summon"&gt;ослеплять&lt;/LSTag&gt; их. Он получает «[1]».
Shout_WildShape_Spider	SpellData	Wild Shape: Spider	Assume the shape of a giant spider that can &lt;LSTag Type="Spell" Tooltip="Target_Web_Spider"&gt;Enweb&lt;/LSTag&gt; enemies. The giant spider has a starting health of [1] that increases every two druid levels.	Дикий облик: паук	Принять облик гигантского паука, способного &lt;LSTag Type="Spell" Tooltip="Target_Web_Spider"&gt;опутывать&lt;/LSTag&gt; врагов паутиной. Начальное здоровье паука равно [1] и повышается каждые два уровня друида.
Shout_WildShape_Spider_NPC	SpellData	Wild Shape: Spider		Дикий облик: паук	
Shout_WildShape_Wolf_Dire	SpellData	Wild Shape: Wolf	Assume the shape of a dire wolf that can &lt;LSTag Type="Spell" Tooltip="Shout_PackHowl_Wolf_Dire"&gt;Incite&lt;/LSTag&gt; allies and &lt;LSTag Type="Spell" Tooltip="Target_Bite_Wolf_Dire_Wildshape"&gt;Distract&lt;/LSTag&gt; enemies. The dire wolf has a starting health of [1] that increases every two druid levels.	Дикий облик: волк	Принять облик свирепого волка, способного &lt;LSTag Type="Spell" Tooltip="Shout_PackHowl_Wolf_Dire"&gt;воодушевлять&lt;/LSTag&gt; союзников и &lt;LSTag Type="Spell" Tooltip="Target_Bite_Wolf_Dire_Wildshape"&gt;отвлекать&lt;/LSTag&gt; противников. Начальное здоровье волка равно [1] и повышается каждые два уровня друида.
Shout_WildShape_Wolf_Dire_NPC	SpellData	Wild Shape: Dire Wolf		Дикий облик: свирепый волк	
Shout_WildShape_Wolf_NPC	SpellData	Wild Shape: Wolf	Take the shape of a wolf.	Дикий облик: волк	Принять облик волка.
Shout_WitchBolt_Activate	SpellData	Activate Witch Bolt	Activate the bolt and deal [1].	Активировать ведьмовской разряд	Активировать ведьмовской разряд и нанести [1].
Shout__WildMagic	SpellData	Wild Magic Surge	Your spellcasting can unleash unpredictable surges of untamed magic.	Дикая магия: порыв	Ваши заклинания могут привести к непредсказуемым всплескам необузданной магии.
Target_AnimalFriendship	SpellData	Animal Friendship	Convince a beast not to attack you.	Дружба с животным	Убедить животное не нападать на вас.
Target_AnimalFriendship_2	SpellData	Animal Friendship	Convince a beast not to attack you.	Дружба с животным	Убедить животное не нападать на вас.
Target_AnimalFriendship_3	SpellData	Animal Friendship	Convince a beast not to attack you.	Дружба с животным	Убедить животное не нападать на вас.
Target_AnimateDead	SpellData	Animate Dead	Create an undead servant from a corpse.	Оживление мертвецов	Создать неживого слугу из трупа.
Target_AnimateDead_NPC	SpellData	Animate Dead	Animate a pile of bones or a corpse to serve you.	Оживление мертвецов	Поднять груду костей или труп, чтобы создать себе слугу.
Target_AnimateDead_Skeleton	SpellData	Animate Dead: Skeleton	Create a skeleton that specialises in ranged combat.	Оживление мертвецов: скелет	Создать скелета-специалиста по дальнему бою.
Target_AnimateDead_Zombie	SpellData	Animate Dead: Zombie	Create a zombie that specialises in melee combat.	Оживление мертвецов: зомби	Создать зомби-специалиста по ближнему бою.
Target_AnimatingSpores	SpellData	Animating Spores	Release spores at a corpse to animate it as a spore servant under your command. 	Оживляющие споры	Населить труп спорами, чтобы оживить его в качестве спорового слуги под вашей властью.
Target_ArcaneLock	SpellData	Arcane Lock	Close a door or container with a magical lock. It can no longer be lockpicked or opened with &lt;LSTag Type="Spell" Tooltip="Target_Knock"&gt;Knock&lt;/LSTag&gt;.	Волшебный замок	Запереть дверь или контейнер с помощью магического замка. Запертый объект нельзя вскрыть отмычкой или открыть с помощью &lt;LSTag Type="Spell" Tooltip="Target_Knock"&gt;«Стука»&lt;/LSTag&gt;.
Target_ArcaneLock_Dismiss	SpellData	Dismiss Arcane Lock	Remove your &lt;LSTag Type="Spell" Tooltip="Target_ArcaneLock"&gt;Arcane Lock&lt;/LSTag&gt; from a door or container.	Отменить «Волшебный замок»	Снять &lt;LSTag Type="Spell" Tooltip="Target_ArcaneLock"&gt;волшебный замок&lt;/LSTag&gt; с двери или контейнера.
Target_Bane	SpellData	Bane	Up to [2] creatures receive a -[1] penalty to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Порча	До [2] существ получают штраф -[1] к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt;.
Target_Bane_2	SpellData	Bane	Up to [2] creatures receive a -[1] penalty to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Порча	До [2] существ получают штраф -[1] к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt;.
Target_Bane_3	SpellData	Bane	Up to [2] creatures receive a -[1] penalty to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Порча	До [2] существ получают штраф -[1] к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt;.
Target_Bane_ThiefOfFiveFates	SpellData	Invocation: Bane		Воззвание: Порча	
Target_BardicInspiration	SpellData	Bardic Inspiration	Inspire an ally to add a +[1] bonus to their next &lt;LSTag Tooltip="AttackRoll"&gt;Attack Roll&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Check&lt;/LSTag&gt;, or &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;.	Бардовское вдохновение	Вдохновить союзника, чтобы добавить бонус +[1] к его следующему &lt;LSTag Tooltip="AttackRoll"&gt;броску атаки&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;проверке характеристики&lt;/LSTag&gt; или &lt;LSTag Tooltip="SavingThrow"&gt;испытанию&lt;/LSTag&gt;.
Target_BardicInspiration_Combat	SpellData	Combat Inspiration	Inspire an ally to add a +[1] bonus to their next &lt;LSTag Tooltip="AttackRoll"&gt;Attack Roll&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Check&lt;/LSTag&gt;, &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;, weapon damage, or  &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt;.	Боевое вдохновение	Вдохновить союзника, чтобы добавить бонус +[1] к его следующему &lt;LSTag Tooltip="AttackRoll"&gt;броску атаки&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;проверке характеристики&lt;/LSTag&gt;, &lt;LSTag Tooltip="SavingThrow"&gt;испытанию&lt;/LSTag&gt;, урону оружием или &lt;LSTag Tooltip="ArmourClass"&gt;классу брони&lt;/LSTag&gt;.
Target_Barkskin	SpellData	Barkskin	Protect a creature from attacks: increase its &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; up to 16.	Дубовая кожа	Защитить существо от атак: поднять его &lt;LSTag Tooltip="ArmourClass"&gt;класс брони&lt;/LSTag&gt; до 16.
Target_Bash	SpellData	Bash	Bash your shield against a target to knock it &lt;LSTag Type="Status" Tooltip="PRONE"&gt;Prone&lt;/LSTag&gt;.	Удар с размаху	Ударить цель щитом, чтобы заставить ее &lt;LSTag Type="Status" Tooltip="PRONE"&gt;упасть плашмя&lt;/LSTag&gt;.
Target_Beak	SpellData	Beak Attack	Peck at a target.	Атака клювом	Клюнуть цель.
Target_BestowCurse	SpellData	Bestow Curse	Curse a creature with your touch. The curse either bestows &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; or &lt;LSTag Tooltip="AttackRoll"&gt;attacks&lt;/LSTag&gt;, lets you deal additional damage to the target, or robs it of its actions.  	Проклятие	Прикоснувшись, наложить на существо проклятие. Проклятие либо накладывает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; на &lt;LSTag Tooltip="AbilityCheck"&gt;проверки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытания&lt;/LSTag&gt;, или на &lt;LSTag Tooltip="AttackRoll"&gt;атаки&lt;/LSTag&gt;, либо позволяет нанести дополнительный урон цели, либо лишает ее действий.
Target_BestowCurse_Ability_Charisma	SpellData	Bestow Curse: Charisma Disadvantage	Curse a creature with your touch. It suffers &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Charisma &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Проклятие: помеха харизмы	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; харизмы.
Target_BestowCurse_Ability_Constitution	SpellData	Bestow Curse: Constitution Disadvantage	Curse a creature with your touch. It suffers &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Constitution &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Проклятие: помеха выносливости	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; выносливости.
Target_BestowCurse_Ability_Dexterity	SpellData	Bestow Curse: Dexterity Disadvantage	Curse a creature with your touch. It suffers &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Dexterity &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Проклятие: помеха ловкости	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; ловкости.
Target_BestowCurse_Ability_Intelligence	SpellData	Bestow Curse: Intelligence Disadvantage	Curse a creature with your touch. It suffers &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Intelligence &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Проклятие: помеха интеллекта	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; интеллекта.
Target_BestowCurse_Ability_Strength	SpellData	Bestow Curse: Strength Disadvantage	Curse a creature with your touch. It suffers &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Strength &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Проклятие: помеха силы	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; силы.
Target_BestowCurse_Ability_Wisdom	SpellData	Bestow Curse: Wisdom Disadvantage	Curse a creature with your touch. It suffers &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Wisdom &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Проклятие: помеха мудрости	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; мудрости.
Target_BestowCurse_Attack	SpellData	Bestow Curse: Attack Disadvantage	Curse a creature with your touch. It has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against you.	Проклятие: помеха при атаке	Прикоснувшись, наложить на существо проклятие. Существо получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; против вас.
Target_BestowCurse_ExtraDamage	SpellData	Bestow Curse: Additional Damage	Curse a creature with your touch. Your attacks and spells deal an additional [1] to the target.	Проклятие: дополнительный урон	Прикоснувшись, наложить на существо проклятие. Ваши атаки и заклинания дополнительно наносят ему [1].
Target_BestowCurse_SkipTurn	SpellData	Bestow Curse: Dread	Curse a creature with your touch. It fills with dread, possibly skipping its turn.	Проклятие: ужас	Прикоснувшись, наложить на существо проклятие. Насылает на цель ужас и может вынудить пропустить ход.
Target_Bite	SpellData	Bite	Bite a target.	Укус	Укусить цель.
Target_Bite_GiantSpider	SpellData	Venomous Bite	Bite a target and possibly &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poison&lt;/LSTag&gt; it.	Ядовитый укус	Укусить цель. Может &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравить&lt;/LSTag&gt; ее.
Target_Bite_Gnoll_Fang	SpellData	Demonic Bite	Bite a target. 	Демонический укус	Укусить цель.
Target_Bite_Mimic	SpellData	Bite	Bite a target and possibly swallow its weapon.	Укус	Укусить цель и, возможно, проглотить при этом ее оружие.
Target_Bite_MothersLoathing	SpellData	Bite	Bite a target.	Укус	Укусить цель.
Target_Bite_Rat_Summon	SpellData	Infectious Bite	Bite a creature and &lt;LSTag Type="Status" Tooltip="RAT_INFECTED"&gt;Infect&lt;/LSTag&gt; it.	Заразный укус	Укусить существо и &lt;LSTag Type="Status" Tooltip="RAT_INFECTED"&gt;заразить&lt;/LSTag&gt; его.
Target_Bite_Wolf_Dire_Wildshape	SpellData	Exposing Bite	Nip at a target and distract it. If your attack hits, the next attack against the target from within [1] will be a &lt;LSTag Tooltip="CriticalHit"&gt;Critical Hit&lt;/LSTag&gt;.	Отвлекающий укус	Куснуть цель, заставив ее отвлечься. Если атака окажется успешной, то следующая атака против цели, нанесенная в пределах [1], станет &lt;LSTag Tooltip="CriticalHit"&gt;критическим ударом&lt;/LSTag&gt;.
Target_Bite_Wolf_Summon	SpellData	Lunging Bite	Lunge at a target to bite it and possibly knock it &lt;LSTag Type="Status" Tooltip="PRONE"&gt;Prone&lt;/LSTag&gt;.	Бросок с укусом	Прыгнуть на цель и укусить ее. Может вынудить цель &lt;LSTag Type="Status" Tooltip="PRONE"&gt;упасть плашмя&lt;/LSTag&gt;.
Target_Bless	SpellData	Bless	Bless up to [2] creatures. They gain a +[1] bonus to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Благословение	Благословить до [2] существ. Они получают бонус в виде +[1] к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt;.
Target_BlessingOfTheTrickster	SpellData	Blessing of the Trickster	Grant another creature &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on Stealth &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Благословение трикстера	Дать другому существу &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; скрытности.
Target_Blindness	SpellData	Blindness	&lt;LSTag Type="Status" Tooltip="BLINDED"&gt;Blind&lt;/LSTag&gt; a creature. &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against it have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; and the foe attacks with &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt;.	Слепота	&lt;LSTag Type="Status" Tooltip="BLINDED"&gt;Ослепить&lt;/LSTag&gt; существо. &lt;LSTag Tooltip="AttackRoll"&gt;Броски атаки&lt;/LSTag&gt; против него имеют &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;, а само оно атакует с &lt;LSTag Tooltip="Disadvantage"&gt;помехой&lt;/LSTag&gt;.
Target_BloodFest_Gnoll	SpellData	Bloodfest	Gorge on a corpse of the fallen to regain hit points.	Кровавая жатва	Пожрать труп другого существа, чтобы восстановить очки здоровья.
Target_BloodLust_RedCap	SpellData	Bloodlust	The redcap's bloodthirsty cries fill one of its allies with bloodlust. It heals when it kills a creature and can attack three times.	Кровожадность	Кровожадный крик красношапки вселяет в одного из его союзников жажду убийства. Убивая, тот исцеляет себя и способен атаковать три раза подряд.
Target_Bufotoxin_Frog_Summon	SpellData	Bufotoxin	Touch a creature and possibly impose &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on its Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Буфотоксин	Коснуться существа. Может создать ему  &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; ловкости.
Target_Burrow_Bulette	SpellData	Burrow	Burrow into the ground to escape combat and recover hit points.	Закапывание	Зарыться в землю, чтобы уклониться от боя и восстановить очки здоровья.
Target_Burrow_GiantBadger	SpellData	Burrow	Burrow into the ground and emerge at a target position, possibly knocking nearby creatures &lt;LSTag Type="Status" Tooltip="PRONE"&gt;Prone&lt;/LSTag&gt;.	Закапывание	Зарыться в землю, чтобы возникнуть в месте нахождения противника. Может заставить оказавшихся рядом существ &lt;LSTag Type="Status" Tooltip="PRONE"&gt;упасть плашмя&lt;/LSTag&gt;.
Target_CallLightning	SpellData	Call Lightning	Lightning strikes all targets within range. Then for 10 turns, you can call down lightning again without expending a &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Вызов молний	Молния поражает все цели в радиусе действия. После этого в течение 10 ходов вы каждый ход снова можете призывать молнию, не тратя &lt;LSTag Tooltip="SpellSlot"&gt;ячейку заклинания&lt;/LSTag&gt;.
Target_CallLightning_LightningBolt	SpellData	Activate Call Lightning	Call down more lightning to hit all targets within range.	Использовать «Вызов молний»	Повторно призвать молнию, поражающую все цели в радиусе действия.
Target_CalmEmotions	SpellData	Calm Emotions	Humanoids can't be &lt;LSTag Type="Status" Tooltip="CHARMED"&gt;Charmed&lt;/LSTag&gt;, &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;Frightened&lt;/LSTag&gt;, or become enraged.	Спокойствие	Гуманоиды неподвластны &lt;LSTag Type="Status" Tooltip="CHARMED"&gt;обворожению&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;испугу&lt;/LSTag&gt; и не могут впадать в ярость.
Target_CalmEmotions_3	SpellData	Calm Emotions		Спокойствие	
Target_Charger_Attack	SpellData	Charger: Attack	Charge forward and slam your weapon into the first enemy in your way.	Сорвиголова: атака	Броситься вперед и нанести мощный удар оружием по первому из врагов на вашем пути.
Target_Charger_Push	SpellData	Charger: Push	Charge forward and Shove the first enemy in your way. Your chances depend on your Athletics, and are higher if you're hidden or invisible.	Сорвиголова: толкнуть	Броситься вперед и отпихнуть первого из врагов на вашем пути. Успех действия определяется вашим навыком атлетики, и шансы выше, если вы при этом прячетесь или невидимы.
Target_CharmPerson	SpellData	Charm Person	&lt;LSTag Type="Status" Tooltip="CHARMED"&gt;Charm&lt;/LSTag&gt; a humanoid to prevent it from attacking you. You gain &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on Charisma &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; in dialogue.	Приворот гуманоида	&lt;LSTag Type="Status" Tooltip="CHARMED"&gt;Обворожить&lt;/LSTag&gt; гуманоида, не давая ему атаковать вас. Вы получите &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; харизмы в диалогах.
Target_CharmPerson_2	SpellData	Charm Person		Приворот гуманоида	
Target_CharmPerson_3	SpellData	Charm Person		Приворот гуманоида	
Target_ChillTouch	SpellData	Bone Chill	Prevent the target from healing until your next turn. An undead target receives &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;.	Пробирающий до костей холод	Не позволяет цели исцеляться до вашего следующего хода. Цель-нежить получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt;.
Target_Claws	SpellData	Claws	Lash out with deadly claws.	Когти	Атаковать противника смертоносными когтями.
Target_Claws_IntellectDevourer_Weakened	SpellData	Weak Claws	Lash out with weakened claws.	Слабые когти	Атаковать противника не в полную силу когтями.
Target_Claws_Mephit_Magma	SpellData	Burning Claws	Lash out with burning claws, dealing [1].	Пылающие когти	Атаковать противника горящими когтями и нанести [1].
Target_Claws_Mephit_Mud	SpellData	Punch	Lash out with deadly fists.	Удар	Атаковать противника смертоносными кулаками.
Target_Claws_Owlbear_Cub	SpellData	Tiny Claws	Lash out with your tiny but deadly paws.	Коготки	Атаковать противника своими миниатюрными, но все равно смертоносными лапами.
Target_CloudOfDaggers	SpellData	Cloud of Daggers	Conjure a cloud of spinning daggers that attack anyone inside.	Облако кинжалов	Вызвать облако вращающихся кинжалов, атакующих всех, кто оказался в нем.
Target_Command_Approach	SpellData	Command: Approach	Command a creature to move towards you on its turn and do nothing else.	Приказ: Подойти	Приказать существу потратить свой ход исключительно на то, чтобы приблизиться к вам.
Target_Command_Container	SpellData	Command	Command a creature to flee, move closer, freeze, drop to the ground or drop its weapon.	Приказ	Приказать существу бежать, приблизиться, застыть на месте, броситься наземь или выронить оружие.
Target_Command_Drop	SpellData	Command: Drop	Command a creature to drop its weapon.	Приказ: Бросить	Приказать существу бросить оружие.
Target_Command_Flee	SpellData	Command: Flee	Command a creature to flee from you on its turn and do nothing else.	Приказ: Бежать	Приказать существу потратить свой ход исключительно на то, чтобы попытаться сбежать.
Target_Command_Grovel	SpellData	Command: Grovel	Command a creature to fall &lt;LSTag Type="Status" Tooltip="PRONE"&gt;Prone&lt;/LSTag&gt; on its turn.	Приказ: Пасть ниц	Приказать существу упасть в свой ход &lt;LSTag Type="Status" Tooltip="PRONE"&gt;плашмя&lt;/LSTag&gt;.
Target_Command_Halt	SpellData	Command: Halt	Command a creature to halt, preventing it from moving or taking any type of action.	Приказ: Остановиться	Приказать существу остановиться. Оно не сможет двигаться или предпринимать действия любого типа.
Target_Command_Halt_2	SpellData	Command: Halt		Приказ: Остановиться	
Target_Command_Halt_3	SpellData	Command: Halt		Приказ: Остановиться	
Target_CommanderStrike_Attack_D8	SpellData	Commander's Strike	Directed by your ally. Uses your reaction to make a weapon attack with additional [1] damage.	Удар командира	Ваш союзник направляет вас. Он использует ваше ответное действие, чтобы выполнить атаку оружием, дополнительно наносящую [1] ед. урона.
Target_CompelledDuel	SpellData	Compelled Duel	Force an enemy to attack only you, giving it &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; against other targets. 	Вызов на дуэль	Заставить врага сосредоточить атаки только на вас. Он получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; против других целей.
Target_ConcussiveSmash	SpellData	Concussive Smash	Possibly &lt;LSTag Type="Status" Tooltip="DAZED"&gt;Daze&lt;/LSTag&gt; your target. They can't take reactions and lose the Dexterity bonus to their &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt;.	Сотрясение мозга	Может &lt;LSTag Type="Status" Tooltip="DAZED"&gt;дезориентировать&lt;/LSTag&gt; вашу цель. Она не сможет предпринимать ответные действия и утратит бонус ловкости к своему &lt;LSTag Tooltip="ArmourClass"&gt;классу брони&lt;/LSTag&gt;.
Target_ConfusionRay_Spectator	SpellData	Confusion Ray	Shoot an eye ray that &lt;LSTag Type="Status" Tooltip="CONFUSION_RAY"&gt;Befuddles&lt;/LSTag&gt; its target.	Луч замешательства	Выпустить из глаза луч, &lt;LSTag Type="Status" Tooltip="CONFUSION_RAY"&gt;одурманивающий&lt;/LSTag&gt; цель.
Target_ControlUndead	SpellData	Control Undead	Use the power of your Oath to gain control over an undead creature. The undead will follow you around and attack your enemies.	Власть над нежитью	Направить силу клятвы на то, чтобы обрести власть над существом-нежитью. Нежить будет следовать за вами и атаковать ваших врагов.
Target_Counterspell	SpellData	Counterspell	Try to stop a spell being cast. 	Контрзаклинание	Попробовать помешать сотворить заклинание. 
Target_CreateDestroyWater	SpellData	Create or Destroy Water	Call forth rain or destroy a water-based surface.	Создание или уничтожение воды	Вызвать дождь или уничтожить водную поверхность.
Target_CreateWater	SpellData	Create Water	Call forth rain. It extinguishes exposed flames and forms a water surface.	Создание воды	Призвать дождь. Он потушит открытое пламя и образует водную поверхность.
Target_CreateWater_MinorConjuration	SpellData	Minor Conjuration: Create Water	Call forth rain. It extinguishes exposed flames and forms a water surface.	Малое воплощение: создание воды	Призвать дождь. Он потушит открытое пламя и образует водную поверхность.
