EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
MAG_FEYWILD_SPARKS_TECHNICAL	StatusData	%%% EMPTY			
MAG_FIGHTER_ACTION_SURGE_ACCURACY	StatusData	Burst of Accuracy	You have a +[1] bonus to attack rolls after using Action Surge.	Вспышка точности	Вы получаете бонус +[1] к броскам атаки после использования порыва к действию.
MAG_FIND_FAMILIAR_RAVEN	StatusData	%%% Find Familiar			
MAG_FIND_FAMILIAR_RAVEN_MAGIC_ITEM	StatusData	%%% Find Familiar - Magic Item			
MAG_FIRE_ALWAYS_DIPPED_FIRE	StatusData	Ever-burning	An arcane flame that cannot be quenched.	Неугасимый огонь	Магическое пламя, которое невозможно погасить.
MAG_FIRE_DIPPED_HELLFIRE	StatusData	Hellfire	Shrouded by hellish flames that ignore &lt;LSTag Tooltip="Resistant"&gt;Resistance&lt;/LSTag&gt; to Fire damage.	Адское пламя	Цель охватывает адское пламя, которое игнорирует &lt;LSTag Tooltip="Resistant"&gt;устойчивость к урону огнем&lt;/LSTag&gt;.
MAG_FIRE_FIRE_BLAST_TECHNICAL	StatusData	%%% EMPTY			
MAG_FIRE_HEAT	StatusData	Heat	Engulfed by a vengeful fire. Takes [1] each turn, but can use &lt;LSTag Type="Passive" Tooltip="MAG_Fire_Heat_Convergence_Passive"&gt;Heat Convergence&lt;/LSTag&gt;.	Жар	Существо находится в коконе беспощадного пламени. Получает [1] каждый ход, зато может применить &lt;LSTag Type="Passive" Tooltip="MAG_Fire_Heat_Convergence_Passive"&gt;«Притяжение жара»&lt;/LSTag&gt;.
MAG_FIRE_HEAT_CHARGE_UP_TECHNICAL	StatusData	%%% EMPTY			
MAG_FIRE_HEAT_CONVERGENCE	StatusData	Heat Convergence	The next time the affected entity deals Fire damage, it deals an additional [1] for every turn of &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;Heat&lt;/LSTag&gt; still affecting them.	Притяжение жара	В следующий раз, когда существо нанесет урон огнем, оно нанесет дополнительно [1] за каждый оставшийся ход действия &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;жара&lt;/LSTag&gt;.
MAG_FIRE_HEAT_DURATION_TECHNICAL	StatusData	%%% Heat Duration Check			
MAG_FIRE_HEAT_ONCE_TECHNICAL	StatusData	%%% EMPTY			
MAG_FIRE_RESISTANCE	StatusData	Chilling Grace	Has Resistance to Fire damage as long as you have 50% &lt;LSTag Tooltip="HitPoints"&gt;hit points&lt;/LSTag&gt; or less.	Ледяное самообладание	Если у вас остается 50% &lt;LSTag Tooltip="HitPoints"&gt;ОЗ&lt;/LSTag&gt; или меньше, вы получаете устойчивость к урону огнем.
MAG_FIRE_THROW	StatusData	Throwing: Fire Damage	When launched at a target, deal an additional [1].	Бросок: урон огнем	Если метнуть это оружие, цели наносится дополнительно [1].
MAG_FLAMING_FIST_BLAZING_RETALIATION	StatusData	Blazing Retaliation	Affected entity has a +[1] bonus to &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;When a melee attack misses it, deal [2] to the attacker.	Пылающее возмездие	Существо имеет бонус +[1] к &lt;LSTag Tooltip="ArmourClass"&gt;классу брони&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;Когда противник атакует его в ближнем бою и промахивается, он получает [2].
MAG_FLAMING_FIST_PROTECTION_FROM_MISSILES	StatusData	Cindersnap Reflexes	The next &lt;LSTag Tooltip="RangedWeaponAttack"&gt;ranged weapon attack&lt;/LSTag&gt; targeting the entity has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; and its damage is halved. 	Рефлексы летящего пепла	Следующая &lt;LSTag Tooltip="RangedWeaponAttack"&gt;дистанционная атака оружием&lt;/LSTag&gt;, нацеленная на существо, имеет &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt;, и ее урон снижается наполовину. 
MAG_FLESHREND	StatusData	Rended Flesh	Affected entity can't be healed and can't gain &lt;LSTag Tooltip="TemporaryHitPoints"&gt;temporary hit points&lt;/LSTag&gt;. 	Израненная плоть	Существо не может исцеляться и получать &lt;LSTag Tooltip="TemporaryHitPoints"&gt;временные ОЗ&lt;/LSTag&gt;. 
MAG_FORCE_FORCE_WEAPON	StatusData	Force Fuelled	Attacks made with this weapon deal an additional [1].	Силовая подпитка	Атаки, совершаемые этим оружием, наносят дополнительно [1].
MAG_FORCE_THROW	StatusData	Throwing: Force Damage		Бросок: силовой урон	
MAG_FREE_CAST_SPELL_LEVEL_3	StatusData	Liberated Spellcasting	You can cast a level [1] spell without spending a spell slot.	Освобожденное колдовство	Вы можете прочитать заклинание [1]-го круга, не расходуя ячейку заклинаний.
MAG_FROST	StatusData	Encrusted with Frost	Affected entity has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;When there are [1] or more turns remaining, the entity must succeed a Constitution Saving Throw or take [2] and become &lt;LSTag Type="Status" Tooltip="FROZEN"&gt;Frozen&lt;/LSTag&gt;. On a successful save, it only takes half damage. Afterward, the frost sloughs away.&lt;br&gt;&lt;br&gt;Removed by &lt;LSTag Type="Status" Tooltip="BURNING"&gt;Burning&lt;/LSTag&gt;.	Корка льда	Существо имеет &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; на ловкость.&lt;br&gt;&lt;br&gt;Когда остается [1] или более хода(ов), существо должно пройти испытание на выносливость, иначе оно получает [2] и становится &lt;LSTag Type="Status" Tooltip="FROZEN"&gt;замороженным&lt;/LSTag&gt;. При успешном испытании существо получает только половину урона. Впоследствии корка льда отслаивается.&lt;br&gt;&lt;br&gt;Снимается &lt;LSTag Type="Status" Tooltip="BURNING"&gt;горением&lt;/LSTag&gt;.
MAG_FROSTBITE_BLAST_TECHNICAL	StatusData	%%% EMPTY			
MAG_FROSTBITE_CREATURE	StatusData	Frostbitten	Affected entity takes [1] when attacking with a weapon.	Обморожение	Существо получает [1], когда атакует оружием.
MAG_FROSTBITE_SPELL	StatusData	Frostbitten	You have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on weapon attack rolls.	Обморожение	Вы получаете &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при бросках атаки оружием.
MAG_FROST_COLD_BLAST_TECHNICAL	StatusData	%%% EMPTY			
MAG_FROST_DURATION_TECHNICAL	StatusData	Encrusted with Frost		Корка льда	
MAG_FROST_FROST_WEAPON	StatusData	Frosted Edge	Deals an additional [1].	Морозное лезвие	Наносит дополнительно [1].
MAG_FROST_ICE_PRONE_IMMUNITY_BOOTS	StatusData	%%% EMPTY			
MAG_FROST_ROBE_ARMOR_OF_AGATHYS_TECHNICAL	StatusData	%%%|Technical Status to track Armor of Agathys From the Frost Robe			
MAG_FROST_TALON	StatusData	Talon of Frost		Коготь мороза	
MAG_FeyWildSpark_WildMagic_Passive	PassiveData	Feywild Sparks	While your sorcerous Tides of Chaos feature is active, you will always trigger wild magic surge when casting spells.	Фейские искры	Когда действует ваша чародейская классовая особенность «Прилив хаоса», любое прочитанное вами заклинание будет провоцировать выплеск дикой магии.
MAG_Fighter_ActionSurge_AttackBonus_Gloves_Passive	PassiveData	Surge Accuracy	When you use &lt;LSTag Type="Spell" Tooltip="Shout_Action_Surge"&gt;Action Surge&lt;/LSTag&gt;, gain a +[1] bonus to &lt;LSTag Tooltip="AttackRolls"&gt;Attack Rolls&lt;/LSTag&gt; for the rest of your turn.	Точность порывов	Когда вы используете &lt;LSTag Type="Spell" Tooltip="Shout_Action_Surge"&gt;«Порыв к действию»&lt;/LSTag&gt;, вы получаете бонус +[1] к &lt;LSTag Tooltip="AttackRolls"&gt;броскам атаки&lt;/LSTag&gt; до конца вашего хода.
MAG_FireThrow_Passive	PassiveData	Throwing: Fire Damage	When launched at a target, deal an additional [1].	Бросок: урон огнем	Если метнуть это оружие, цели наносится дополнительно [1].
MAG_Fire_ApplyBurningOnFireDamage_Passive	PassiveData	Hot Little Hands	When the wearer deals Fire damage, the target must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or begin &lt;LSTag Type="Status" Tooltip="BURNING"&gt;Burning&lt;/LSTag&gt;.	Горячие руки	Когда обладатель наносит урон огнем, цель должна пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости, в противном случае она &lt;LSTag Type="Status" Tooltip="BURNING"&gt;загорается&lt;/LSTag&gt;.
MAG_Fire_ApplyBurning_Passive	PassiveData	Unfettered Fire	The target must succeed a &lt;LSTag Tooltip="SpellDifficultyClass"&gt;Spell Save DC&lt;/LSTag&gt; 8 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or &lt;LSTag Type="Status" Tooltip="BURNING"&gt;Burn&lt;/LSTag&gt;.	Освобожденный огонь	Цель должна пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости с &lt;LSTag Tooltip="SpellDifficultyClass"&gt;КС испытаний против заклинаний&lt;/LSTag&gt; 8 или &lt;LSTag Type="Status" Tooltip="BURNING"&gt;загореться&lt;/LSTag&gt;.
MAG_Fire_ArcaneAcuityOnFireDamage_Hat_Passive	PassiveData	Fire Acuity	Whenever you deal Fire damage, you gain &lt;LSTag Type="Status" Tooltip="MAG_GISH_ARCANE_ACUITY"&gt;Arcane Acuity&lt;/LSTag&gt; for 2 turns.	Огненная интуиция	Всякий раз, когда вы наносите урон огнем, вы получаете &lt;LSTag Type="Status" Tooltip="MAG_GISH_ARCANE_ACUITY"&gt;магическую интуицию&lt;/LSTag&gt; на 2 хода.
MAG_Fire_BonusActionOnFireSpell_Passive	PassiveData	Fiery Return	When you deal Fire damage with a levelled spell, you &lt;LSTag Type="Status" Tooltip="BURNING"&gt;Burn&lt;/LSTag&gt; yourself and gain an additional &lt;LSTag Type="ActionResource" Tooltip="BonusActionPoint"&gt;bonus action&lt;/LSTag&gt; this round.	Огненная отдача	Нанося урон огнем при помощи заклинания какого-либо круга, вы &lt;LSTag Type="Status" Tooltip="BURNING"&gt;поджигаете&lt;/LSTag&gt; себя и получаете дополнительное &lt;LSTag Type="ActionResource" Tooltip="BonusActionPoint"&gt;бонусное действие&lt;/LSTag&gt; в этом раунде.
MAG_Fire_BurningOnDamaged_Cloak_Passive	PassiveData	Flaming Shroud	A creature that damages the wearer within [1] receives &lt;LSTag Type="Status" Tooltip="BURNING"&gt;Burning&lt;/LSTag&gt;.	Пламенный саван	Существо, наносящее урон владельцу в пределах [1], &lt;LSTag Type="Status" Tooltip="BURNING"&gt;загорается&lt;/LSTag&gt;.
MAG_Fire_HeatOnFireDamage_Gloves_Passive	PassiveData	Arcane Ashes	Whenever you deal Fire damage, you gain 2 turns of &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;Heat&lt;/LSTag&gt;.	Мистическая зола	Всякий раз, когда вы наносите урон огнем, вы получаете &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;«Жар»&lt;/LSTag&gt; на 2 хода.
MAG_Fire_HeatOnInflictBurning_Boots_Passive	PassiveData	Cinders	Whenever you &lt;LSTag Type="Status" Tooltip="BURNING"&gt;Burn&lt;/LSTag&gt; an enemy, you gain 2 turns of &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;Heat&lt;/LSTag&gt;.	Пепел	Всякий раз, когда вы накладываете на противника &lt;LSTag Type="Status" Tooltip="BURNING"&gt;«Горение»&lt;/LSTag&gt;, вы получаете &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;«Жар»&lt;/LSTag&gt; на 2 хода.
MAG_Fire_HeatOnTakingFireDamage_Amulet_Passive	PassiveData	Fervent Flames	Whenever you take Fire damage dealt by another creature, you gain 2 turns of &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;Heat&lt;/LSTag&gt;.	Пылкое пламя	Всякий раз, когда другое существо наносит вам урон огнем, вы получаете &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;«Жар»&lt;/LSTag&gt; на 2 хода.
MAG_Fire_HeatOnWeaponDamage_Passive	PassiveData	Thermodynamo	Whenever you deal damage with this weapon, you gain [1] turns of  &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;Heat&lt;/LSTag&gt;.	Термодинамо	Всякий раз, когда вы наносите урон этим оружием, вы получаете &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;«Жар»&lt;/LSTag&gt; на [1] ход(а/ов).
MAG_Fire_Heat_Convergence_Passive	PassiveData	Heat Convergence	Consume your &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;Heat&lt;/LSTag&gt; to fuel a powerful attack. 	Притяжение жара	Поглотите свой &lt;LSTag Type="Status" Tooltip="MAG_FIRE_HEAT"&gt;«Жар»&lt;/LSTag&gt;, чтобы провести мощную атаку. 
MAG_Fire_IncreasePiercingDamageToBurning_Passive	PassiveData	Burned Alive	Deals an additional [1] to Burning targets.	Живой факел	Наносит горящим целям дополнительно [1].
MAG_Fire_IncreaseSlashingDamageToBurning_Passive	PassiveData	Burned Alive	Deals an additional [1] to Burning targets.	Живой факел	Наносит горящим целям дополнительно [1].
MAG_Fire_IncreasedDamage_Passive	PassiveData	Burning Fury	When dealing Fire damage, the wearer deals an additional [1].	Жгучая ярость	Нанося урон огнем, наносит цели дополнительно [1] урона.
MAG_Fire_UnarmedAttack_Passive	PassiveData	Dragonfire Fists	Your unarmed attacks deal an additional [1].	Кулаки драконьего огня	Атаки без оружия дополнительно наносят [1].
MAG_FlamingFist_BlazingRetaliation_Passive	PassiveData	Blazing Retaliation	Huddle behind your shield to increase your &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; by [1] and retaliate against attackers who miss you.	Пылающее возмездие	Спрячьтесь за щитом, чтобы увеличить свой &lt;LSTag Tooltip="ArmourClass"&gt;класс брони&lt;/LSTag&gt; на [1], и нанесите ответный урон врагам, которые промахнутся по вам.
MAG_FlamingFist_ProtectionFromMissiles_Passive	PassiveData	Protection from Missile	&lt;LSTag Tooltip="RangedWeaponAttack"&gt;Ranged weapon attacks&lt;/LSTag&gt; that target the wearer have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt;and have their damage reduced by half.	Защита от снарядов	&lt;LSTag Tooltip="RangedWeaponAttack"&gt;Дистанционные атаки оружием&lt;/LSTag&gt;, метящие во владельца, имеют &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt;, и их урон снижается наполовину.
MAG_ForceThrow_Passive	PassiveData	Throwing: Force Damage		Бросок: силовой урон	
MAG_Force_SoulCatchingDamage_Passive	PassiveData	Soul Fist		Кулак души	
MAG_Force_UnarmedAttack_Passive	PassiveData	Enervating Suffusion	Your unarmed attacks deal an additional [1].	Заполнение мощью	Ваши атаки без оружия дополнительно наносят [1].
MAG_ForcefulSneakAttack_Passive	PassiveData	Skullduggery Attack	Your &lt;LSTag Type="Spell" Tooltip="Target_Sneak_Attack"&gt;Sneak Attack&lt;/LSTag&gt; deals an additional [1].	Жульническая атака	Ваши &lt;LSTag Type="Spell" Tooltip="Target_Sneak_Attack"&gt;атаки исподтишка&lt;/LSTag&gt; дополнительно наносят [1].
MAG_FreeAction_AntiDisplacement_Passive	PassiveData	Unwavering	You ignore the effects of &lt;LSTag Type="Status" Tooltip="DIFFICULT_TERRAIN"&gt;Difficult Terrain&lt;/LSTag&gt;, and cannot be &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;Paralysed&lt;/LSTag&gt; or &lt;LSTag Type="Status" Tooltip="RESTRAINED"&gt;Restrained&lt;/LSTag&gt;.	Непоколебимость	Вы игнорируете эффекты &lt;LSTag Type="Status" Tooltip="DIFFICULT_TERRAIN"&gt;сложной местности&lt;/LSTag&gt;, и вас нельзя &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;парализовать&lt;/LSTag&gt; или &lt;LSTag Type="Status" Tooltip="RESTRAINED"&gt;обездвижить&lt;/LSTag&gt;.
MAG_FreeCast_Execution_Passive	PassiveData	Liberated Spellcasting	When you kill a creature, you can cast a Level 1 spell without expending a &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Освобожденное колдовство	Убив какое-либо существо, вы можете применить заклинание 1-го круга, не расходуя &lt;LSTag Tooltip="SpellSlot"&gt;ячейку заклинания&lt;/LSTag&gt;.
MAG_FrightenedAdvantage_Passive	PassiveData	Terror Slurper	You have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on weapon &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;Frightened&lt;/LSTag&gt; creatures.	Поглотитель ужаса	Вы получаете &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; оружием против &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;испуганных&lt;/LSTag&gt; существ.
MAG_FrightenedDisadvantage_Passive	PassiveData	Dreadful Hewer	Your foes have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; to resist your spells or actions that inflict &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;Fear&lt;/LSTag&gt;.	Ужасающий рубака	Ваши враги получают &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt;, когда пытаются сопротивляться вашим заклинаниям или действиям, вызывающим &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;страх&lt;/LSTag&gt;.
MAG_Frightened_Immunity_Passive	PassiveData	Frightened Immunity	You can't be &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;Frightened&lt;/LSTag&gt;.	Невосприимчивость к испугу	Вас невозможно &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;напугать&lt;/LSTag&gt;.
MAG_FrostTalon_ChillingCounter_Passive	PassiveData	Chilling Counter	When a creature misses you with an attack, it must succeed a &lt;LSTag Tooltip="DifficultyClass"&gt; DC&lt;/LSTag&gt; 13 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or be &lt;LSTag Type="Status" Tooltip="CHILLED"&gt;Chilled&lt;/LSTag&gt; for [1] turns.	Леденящая контратака	Когда существо нападает на вас и промахивается, оно должно пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13 или получить &lt;LSTag Type="Status" Tooltip="CHILLED"&gt;«Охлаждение»&lt;/LSTag&gt; на [1] ход(а/ов).
MAG_Frost_GenerateFrostOnDamage_Gloves_Passive	PassiveData	Winter's Clutches	When the wearer deals cold damage, inflict [1] turns of &lt;LSTag Type="Status" Tooltip="MAG_FROST"&gt;Encrusted with Frost&lt;/LSTag&gt; upon the target(s).	Зимняя хватка	Когда владелец наносит урон холодом, на цель (или на цели) накладывается эффект &lt;LSTag Type="Status" Tooltip="MAG_FROST"&gt;«Корка льда»&lt;/LSTag&gt; на [1] хода(ов).
MAG_Frost_GenerateFrostOnDamage_Robe_Passive	PassiveData	Ice Barrier	When you cast a spell that deals Cold damage, gain [1] &lt;LSTag Tooltip="TemporaryHitPoints"&gt;temporary hit points&lt;/LSTag&gt; until the start of your next turn.	Ледяной барьер	Когда вы творите заклинание, наносящее урон холодом, вы получаете [1] &lt;LSTag Tooltip="TemporaryHitPoints"&gt;временных ОЗ&lt;/LSTag&gt; до начала вашего следующего хода.
MAG_Frost_GenerateFrostOnStatusApply_Hat_Passive	PassiveData	Coldbrim Chill	Once per turn, any condition inflicted on a target, also applies [1] turns of &lt;LSTag Type="Status" Tooltip="MAG_FROST"&gt;Encrusted with Frost&lt;/LSTag&gt;.	Стужа холодных полей	Один раз за ход, когда на цель накладывается какое-либо состояние, на нее также накладывается эффект &lt;LSTag Type="Status" Tooltip="MAG_FROST"&gt;«Корка льда»&lt;/LSTag&gt; на [1] хода(ов).
MAG_Frost_GenerateSurfaceOnColdDamage_Ring_Passive	PassiveData	Snowburst 	When the wearer deals Cold damage, they also create a [1] circle of ice around the target(s).	Снежный взрыв 	Когда владелец наносит урон холодом, он также создает [1] ледяной круг вокруг цели (или целей).
MAG_Frost_IceSurfaceProneImmunity_Boots_Passive	PassiveData	Hoarfrost Balance	You cannot fall &lt;LSTag Type="Status" Tooltip="PRONE"&gt;Prone&lt;/LSTag&gt; while traversing icy terrain.	Ледяное равновесие	Вы не можете &lt;LSTag Type="Status" Tooltip="PRONE"&gt;упасть плашмя&lt;/LSTag&gt;, когда идете по обледеневшей местности.
MAG_Frost_Passive	PassiveData	Encrusted with Frost		Корка льда	
MAG_GIANTSLAYER_ADVANTAGE_TECHNICAL	StatusData	%%% Giantslayer Advantage Technical			
MAG_GIANT_SLAYER_GIANT_TEMP_HP	StatusData	Gigantic Endurance		Гигантская стойкость	
MAG_GIANT_SLAYER_LEGENDARY_ENLRAGE	StatusData	Giant Form	Affected entity's size is increased. Its weapon attacks deal an additional [1] damage. It gains [2], and has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on Strength &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Гигантское обличье	Размер существа увеличивается. Его атаки оружием наносят дополнительно [1] урона. Оно получает [2] и имеет &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; силы.
MAG_GIANT_SLAYER_STRENGTH_BONUS	StatusData	The Giantslayer		Убийца великанов	
MAG_GISH_ARCANE_ACUITY	StatusData	Arcane Acuity	Affected entity has a +[1] bonus to its spell &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and spell &lt;LSTag Tooltip="DifficultyClass"&gt;Difficulty Class&lt;/LSTag&gt; for each remaining turn.&lt;br&gt;&lt;br&gt;Reduce the duration by [2] each time the entity takes damage.	Магическая интуиция	Существо получает бонус +[1] к своим &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="DifficultyClass"&gt;классу сложности&lt;/LSTag&gt; заклинаний в каждом оставшемся ходу.&lt;br&gt;&lt;br&gt;Каждый раз, когда существо получает урон, длительность снижается на [2].
MAG_GISH_ARCANE_ACUITY_DURATION_TECHNICAL	StatusData	%%% Arcane Acuity Duration Check			
MAG_GISH_ARCANE_CHARGE	StatusData	Arcane Charge	While &lt;LSTag Type="Status" Tooltip="THREATENED"&gt;Threatened&lt;/LSTag&gt;, affected entity has a +[1] bonus to damage with spells. 	Волшебный рывок	Если существу &lt;LSTag Type="Status" Tooltip="THREATENED"&gt;угрожает опасность&lt;/LSTag&gt;, оно получает бонус +[1] к урону от заклинаний. 
MAG_GISH_ARCANE_SYNERGY	StatusData	Arcane Synergy	Weapon attacks deal additional damage equal to affected entity's &lt;LSTag Tooltip="SpellcastingAbilityModifier"&gt;Spellcasting Ability&lt;/LSTag&gt; &lt;LSTag Tooltip="AbilityModifier"&gt;Modifier&lt;/LSTag&gt;.	Мистическое слияние	Атаки оружием наносят дополнительный урон, равный &lt;LSTag Tooltip="AbilityModifier"&gt;модификатору&lt;/LSTag&gt; &lt;LSTag Tooltip="SpellcastingAbilityModifier"&gt;заклинательной способности&lt;/LSTag&gt; существа.
MAG_GISH_BLUDGEONING_VULNERABILITY	StatusData	Bludgeon the Weak	Affected entity is &lt;LSTag Tooltip="Vulnerable"&gt;Vulnerable&lt;/LSTag&gt; to Bludgeoning damage for 3 turns, or until it takes damage.	Дробить слабых	Существо имеет &lt;LSTag Tooltip="Vulnerable"&gt;уязвимость&lt;/LSTag&gt; к дробящему урону на 3 хода или до получения урона.
MAG_GISH_PIERCING_VULNERABILITY	StatusData	Pierce the Weak	Affected entity is &lt;LSTag Tooltip="Vulnerable"&gt;Vulnerable&lt;/LSTag&gt; to Piercing damage for 3 turns, or until it takes damage.	Колоть слабых	Существо имеет &lt;LSTag Tooltip="Vulnerable"&gt;уязвимость&lt;/LSTag&gt; к колющему урону на 3 хода или до получения урона.
MAG_GISH_SLASHING_VULNERABILITY	StatusData	Slash the Weak	Affected entity is &lt;LSTag Tooltip="Vulnerable"&gt;Vulnerable&lt;/LSTag&gt; to Slashing damage for 3 turns, or until it takes damage.	Резать слабых	Существо имеет &lt;LSTag Tooltip="Vulnerable"&gt;уязвимость&lt;/LSTag&gt; к режущему урону на 3 хода или до получения урона.
MAG_GISH_WEAKNESS_BRANDING	StatusData	Brand the Weak	Affected entity is &lt;LSTag Tooltip="Vulnerable"&gt;Vulnerable&lt;/LSTag&gt; to Bludgeoning, Slashing, or Piercing damage for 3 turns, or until it takes damage.	Клеймить слабых	Существо имеет &lt;LSTag Tooltip="Vulnerable"&gt;уязвимость&lt;/LSTag&gt; к дробящему, режущему и колющему урону на 3 хода или до получения урона.
MAG_GITHBORN_COMBAT_HAND_BUFF	StatusData	Mage Hand Link		Связь с магической рукой	
MAG_GITHBORN_COMBAT_HAND_BUFF_OWNER	StatusData	Mage Hand Owner		Владелец магической руки	
MAG_GITHBORN_FLYING_STRIKE	StatusData	Flying Strike	Affected entity has flown this turn. Its next melee weapon attack deals an additional [1].	Удар в полете	Существо на этом ходу применяло «Полет». Его следующая атака оружием в ближнем бою нанесет дополнительно [1].
MAG_GITHYANKI_PSYCHIC_DAMAGE	StatusData	Lich Queen's Legacy	Embedded with the githyanki queen Vlaakith's residual power, this weapon deals an additional [1].	Наследие королевы-лича	Это оружие насыщено остаточным могуществом королевы гитьянки Влаакит и наносит дополнительно [1].
MAG_GOB_PRIEST_AMULET_TECHNICAL	StatusData	%%% Gob Priest Amulet Technical			
MAG_GREATER_NECROMANCY_LIFE_ESSENCE	StatusData	Life Essence	Affected entity has absorbed a creature's essence. It can use that essence to cast any Necromancy spell without consuming a &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Жизненная сила	Существо поглотило чью-то жизненную силу. Ее можно применить, чтобы сотворить любое заклинание некромантии, не расходуя &lt;LSTag Tooltip="SpellSlot"&gt;ячейку заклинания&lt;/LSTag&gt;.
MAG_GREATER_NECROMANCY_LIFE_ESSENCE_ACTIVE	StatusData	Life Essence Active	Affected entity next Necromancy spell can be cast without consuming a &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Активная жизненная сила	Существо может не тратить &lt;LSTag Tooltip="SpellSlot"&gt;ячейку заклинания&lt;/LSTag&gt; в следующий раз, когда будет творить заклинание некромантии.
